plot_id,site_id,date,moisture_mass_fraction_nir,moisture_mass_fraction_oven,above_ground_dry_yield,starch_mass_fraction,protein_mass_fraction,adf_mass_fraction,ndf_mass_fraction
19EF0629,EF,2019-09-12,0.769397949,,2.195500765,0.266052308,0.068549744,0.287198974,0.410099487
19EF0630,EF,2019-09-12,0.770948292,,2.422299294,0.259441367,0.069610342,0.290610342,0.416168975
19EF0631,EF,2019-09-12,0.776517333,,2.455060383,0.264224,0.071419556,0.286517333,0.399356444
19EF0632,EF,2019-09-12,0.765540486,,2.261989665,0.275770243,0.070590081,0.279689271,0.395378543
19EF0633,EF,2019-09-12,0.783778555,,3.623112841,0.237553613,0.071444639,0.294778555,0.432891026
19EF0634,EF,2019-09-12,0.769463072,,1.92023926,0.263805393,0.072,0.288097304,0.410828839
19EF0635,EF,2019-09-10,0.785,,2.307288828,0.205414013,0.078,0.314585987,0.438585987
19EF0636,EF,2019-09-10,0.772337054,,1.991893768,0.235651786,0.076,0.297011161,0.406685268
19EF0637,EF,2019-09-10,0.773,,2.158989971,0.236555441,0.076444559,0.294889117,0.403333676
19EF0638,EF,2019-09-10,0.770892276,,2.201408502,0.235215447,0.075,0.292446138,0.400446138
19EF0639,EF,2019-09-09,0.766638187,,2.613719751,0.268979948,0.070638187,0.281467306,0.398934612
19EF0640,EF,2019-09-09,0.766857464,,2.028453386,0.249427609,0.071,0.282714927,0.418429854
19EF0641,EF,2019-09-09,0.757,,1.535240311,0.272,0.07,0.267,0.387
19EF0642,EF,2019-09-10,0.766390265,,2.57771673,0.256618584,0.076,0.279784956,0.375583186
19EF0643,EF,2019-09-10,0.769,,2.323352015,0.231382524,0.074617476,0.294234951,0.407087379
19EF0644,EF,2019-09-10,0.786237946,,3.333506763,0.218791484,0.079901064,0.30397057,0.418208516
19EF0645,EF,2019-09-10,0.782955056,,1.886277093,0.227370787,0.078191011,0.300483146,0.410202247
19EF0646,EF,2019-09-10,0.79384788,,2.421693873,0.208586866,0.080282627,0.31384788,0.433695761
19EF0647,EF,2019-09-12,0.768361111,,3.175735997,0.261731481,0.072,0.286814815,0.411814815
19EF0648,EF,2019-09-12,0.7724375,,2.204337959,0.2634375,0.072,0.287875,0.4094375
19EF0649,EF,2019-09-12,0.776,,2.574484563,0.257920136,0.072519966,0.292,0.416079864
19EF0650,EF,2019-09-12,0.774235877,,2.224394972,0.268645193,0.07,0.288235877,0.398824579
19EF0651,EF,2019-09-12,0.770132159,,1.528590444,0.268246696,0.071022026,0.288198238,0.405264317
19EF0652,EF,2019-09-12,0.78006726,,2.1712351,0.2516182,0.07187636,0.28975272,0.41275272
19EF0653,EF,2019-09-12,0.775614236,,2.493465559,0.259294376,0.070522847,0.287522847,0.41065993
19EF0654,EF,2019-09-12,0.780836892,,2.506052457,0.26,0.072418446,0.294418446,0.411581554
19EF0655,EF,2019-09-12,0.782790941,,1.826193939,0.264716609,0.07429849,0.287492451,0.395387921
19EF0656,EF,2019-09-12,0.778,,1.543472084,0.269651685,0.073,0.286348315,0.39315309
19EF0657,EF,2019-09-13,0.766868357,,1.884939308,0.246852657,0.077426329,0.285,0.394147343
19EF0658,EF,2019-09-13,0.758235714,,1.652555282,0.26061,0.077,0.280154286,0.37752
19EF0659,EF,2019-09-13,0.756239734,,2.144635634,0.261537181,0.075462819,0.285,0.387
19EF0660,EF,2019-09-13,0.766463263,,1.831203309,0.246724782,0.076724782,0.289637609,0.394550436
19EF0662,EF,2019-09-16,0.762,,2.219453955,0.261,0.073,0.287,0.414
19EF0663,EF,2019-09-16,0.761324324,,1.724668738,0.270445946,0.068,0.276554054,0.404108108
19EF0664,EF,2019-09-16,0.745662745,,1.899928361,0.294717647,0.069760784,0.264521569,0.378380392
19EF0665,EF,2019-09-16,0.745976032,,1.86286097,0.29658988,0.069,0.267434088,0.378374168
19EF0666,EF,2019-09-16,0.746817294,,1.772633707,0.291903766,0.067817294,0.26713947,0.380644351
19EF0667,EF,2019-09-16,0.729469807,,2.187317816,0.300987923,0.066493961,0.259024155,0.379024155
19EF0668,EF,2019-09-16,0.726615385,,2.394596399,0.304230769,0.068384615,0.260153846,0.375384615
19EF0669,EF,2019-09-17,0.752678035,,1.770241318,0.286241473,0.070459754,0.266298772,0.378678035
19EF0670,EF,2019-09-17,0.732925602,,2.383659761,0.302074398,0.067,0.260537199,0.376537199
19EF0671,EF,2019-09-17,0.754280236,,2.440208038,0.278732547,0.07,0.275987217,0.395974435
19EF0672,EF,2019-09-17,0.739452229,,2.796088189,0.297031847,0.066968153,0.262,0.380547771
19EF0673,EF,2019-09-17,0.757258437,,2.668998597,0.262916519,0.069,0.269825044,0.409475133
19EF0674,EF,2019-09-17,0.729498301,,2.332364976,0.30401359,0.069,0.254989807,0.373481314
19EF0675,EF,2019-09-17,0.744712067,,2.086515215,0.28574552,0.068542413,0.263169654,0.395796894
19EF0676,EF,2019-09-18,0.751263029,,2.982665278,0.288052932,0.068,0.271105049,0.388052117
19EF0677,EF,2019-09-18,0.758660335,,2.109198974,0.275559777,0.072,0.279220112,0.398220112
19EF0678,EF,2019-09-18,0.752087084,,2.474092086,0.288356164,0.069,0.268556751,0.382174168
19EF0679,EF,2019-09-18,0.755101205,,1.984863072,0.281626506,0.070525301,0.270373494,0.388221687
19EF0680,EF,2019-09-18,0.744866596,,2.334386302,0.284673426,0.069,0.268893276,0.388839915
19EF0681,EF,2019-09-18,0.740449704,,2.141628058,0.296550296,0.070550296,0.261550296,0.374
19EF0682,EF,2019-09-18,0.777544133,,2.091876121,0.251420561,0.074508827,0.289561786,0.421123572
19EF0683,EF,2019-09-18,0.744911416,,2.727538904,0.295632877,0.066,0.264,0.384455708
19EF0684,EF,2019-09-18,0.767858447,,1.489306432,0.26696347,0.072607306,0.28403653,0.40403653
19EF0685,EF,2019-09-18,0.754699321,,2.469580723,0.283734239,0.068,0.273132881,0.391699321
19EF0686,EF,2019-09-17,0.761210811,,2.588233479,0.261385586,0.069596396,0.273210811,0.421632432
19EF0687,EF,2019-09-17,0.741899885,,2.190149624,0.284449942,0.069,0.265449942,0.396
19EF0688,EF,2019-09-17,0.739863382,,2.26839541,0.292534155,0.068465845,0.257931691,0.380931691
19EF0689,EF,2019-09-17,0.743546667,,2.817258395,0.296986667,0.067906667,0.264373333,0.380746667
19EF0690,EF,2019-09-17,0.757811366,,1.955802863,0.288750907,0.069562273,0.26568682,0.37537364
19EF0691,EF,2019-09-17,0.763528345,,3.054954502,0.265037793,0.069509448,0.278452759,0.406414966
19EF0692,EF,2019-09-17,0.763470163,,1.277252835,0.275549729,0.071509946,0.273,0.387470163
19EF0693,EF,2019-09-16,0.766040181,,3.525112753,0.260919637,0.070510045,0.277550227,0.413080363
19EF0694,EF,2019-09-16,0.742673889,,2.319270306,0.296326111,0.068442037,0.262231853,0.378021668
19EF0695,EF,2019-09-16,0.762564041,,2.91438941,0.274326969,0.070445505,0.278336516,0.394782021
19EF0696,EF,2019-09-16,0.766640232,,1.178100494,0.269589942,0.071,0.277589942,0.393769826
19EF0697,EF,2019-09-16,0.74435628,,2.06695621,0.293793478,0.06964372,0.266850242,0.383987923
19EF0698,EF,2019-09-16,0.762663518,,1.962970266,0.273,0.071,0.278,0.395004723
19EF0699,EF,2019-09-16,0.748,,1.102413101,0.283,0.068,0.273,0.398
19EF0700,EF,2019-09-16,0.76,,2.226387002,0.273,0.069,0.284,0.404
19EF0701,EF,2019-09-13,0.771574895,,2.665493014,0.248275314,0.077,0.287149791,0.391724686
19EF0702,EF,2019-09-13,0.763636364,,2.361142005,0.258181818,0.076,0.283545455,0.383181818
19EF0703,EF,2019-09-13,0.767534597,,2.394840521,0.25374218,0.076465403,0.286327014,0.384584834
19EF0704,EF,2019-09-13,0.76158209,,2.807708366,0.262104478,0.076,0.277104478,0.37841791
19EF0705,EF,2019-09-12,0.770454629,,2.445451765,0.275636114,0.072,0.284515124,0.391545371
19EF0706,EF,2019-09-12,0.769281416,,2.545814948,0.277783186,0.070897345,0.279524779,0.388011504
19EF0707,EF,2019-09-12,0.77797035,,1.608720847,0.260316712,0.072580863,0.291778976,0.405491914
19EF0708,EF,2019-09-12,0.788648276,,3.591045056,0.239231034,0.072587931,0.294236207,0.428768966
19EF0709,EF,2019-09-12,0.773474265,,1.804984673,0.264525735,0.071474265,0.285948529,0.402948529
19EF0710,EF,2019-09-12,0.764518977,,2.786918989,0.267886139,0.068481023,0.290113861,0.416151815
19EF0711,EF,2019-09-12,0.783,,2.220684327,0.258183206,0.072,0.295543893,0.409179389
19EF0712,EF,2019-09-12,0.783798255,,1.935950912,0.244,0.072201745,0.29740349,0.427605234
19EF0713,EF,2019-09-12,0.786649446,,2.258337609,0.243113469,0.075412362,0.298649446,0.42747417
19EF0714,EF,2019-09-12,0.766312877,,2.268229407,0.274798793,0.071262575,0.276150905,0.39077666
19EF0715,EF,2019-09-10,0.78134161,,2.493875683,0.232848459,0.077468322,0.297278253,0.406088185
19EF0716,EF,2019-09-10,0.769,,1.741386171,0.239147668,0.077573834,0.293426166,0.400130829
19EF0717,EF,2019-09-10,0.77907164,,2.921029512,0.224618907,0.077309453,0.305618907,0.418618907
19EF0718,EF,2019-09-10,0.7785,,2.452746112,0.2125,0.076,0.306,0.4325
19EF0719,EF,2019-09-10,0.760801388,,2.693108025,0.269198612,0.074,0.271956635,0.365534258
19EF0720,EF,2019-09-09,0.76,,1.734238296,0.28,0.071,0.263,0.382
19EF0721,EF,2019-09-09,0.766199688,,2.926839601,0.256067083,0.069366615,0.281833073,0.413566303
19EF0722,EF,2019-09-10,0.788846154,,1.608271663,0.213076923,0.078,0.309615385,0.425307692
19EF0723,EF,2019-09-10,0.779968495,,1.841329464,0.224515753,0.078494749,0.303484247,0.415473746
19EF0724,EF,2019-09-10,0.757565564,,2.076154704,0.246973774,0.075,0.288052452,0.397539339
19EF0725,EF,2019-09-10,0.768793814,,1.751971274,0.229206186,0.077448454,0.303793814,0.416139175
19EF0726,EF,2019-09-10,0.788416921,,2.710694529,0.211915396,0.08,0.314667683,0.435752287
19EF0727,EF,2019-09-12,0.759907279,,2.705519156,0.272255633,0.068581456,0.280581456,0.403581456
19EF0728,EF,2019-09-12,0.784809677,,3.257018652,0.243504516,0.073561935,0.294371613,0.42218129
19EF0729,EF,2019-09-12,0.776331288,,3.204063842,0.257668712,0.072,0.290331288,0.414993865
19EF0730,EF,2019-09-12,0.766636719,,0.583362219,0.28934375,0.073527344,0.27265625,0.37009375
19EF0731,EF,2019-09-12,0.754,,1.282750448,0.281,0.07,0.278,0.393
19EF0732,EF,2019-09-12,0.767,,2.957774662,0.275449231,0.069612308,0.278775385,0.394163077
19EF0733,EF,2019-09-12,0.777931373,,1.548286157,0.267833333,0.073078431,0.28254902,0.395941176
19EF0734,EF,2019-09-12,0.787,,3.013795637,0.245855072,0.073592133,0.299960663,0.423552795
19EF0735,EF,2019-09-12,0.78577451,,2.773834083,0.242911765,0.074539216,0.29877451,0.420009804
19EF0736,EF,2019-09-12,0.771,,2.627478433,0.27156766,0.071554043,0.289540426,0.402864681
19EF0737,EF,2019-09-13,0.753570886,,1.90101226,0.268567089,0.076,0.274287342,0.371432911
19EF0738,EF,2019-09-13,0.778868163,,3.079190873,0.236604488,0.078,0.295527349,0.407356942
19EF0739,EF,2019-09-13,0.770529954,,2.431204842,0.243382488,0.076382488,0.290852535,0.401705069
19EF0740,EF,2019-09-13,0.772237358,,2.155123088,0.246965944,0.078,0.288796698,0.390152735
19EF0741,EF,2019-09-16,0.773,,2.589014668,0.264,0.072,0.282,0.399
19EF0742,EF,2019-09-16,0.756,,2.8472365,0.287,0.071,0.27,0.384
19EF0743,EF,2019-09-16,0.764138358,,2.047504618,0.274200225,0.07147694,0.276707537,0.392368954
19EF0744,EF,2019-09-16,0.753511688,,2.779995707,0.288441558,0.068488312,0.267605195,0.383675325
19EF0745,EF,2019-09-16,0.774833058,,2.660454349,0.255917355,0.069604132,0.283645455,0.411895041
19EF0746,EF,2019-09-16,0.755917181,,2.705196916,0.29204141,0.07,0.267,0.371562115
19EF0747,EF,2019-09-16,0.749160369,,2.657612776,0.292919816,0.069,0.265,0.378919816
19EF0748,EF,2019-09-16,0.7666875,,3.061985198,0.267625,0.0694375,0.2765625,0.4068125
19EF0749,EF,2019-09-17,0.752643861,,2.577228487,0.294267104,0.070633552,0.262277413,0.37083224
19EF0750,EF,2019-09-17,0.746387255,,3.031225903,0.289980392,0.067438725,0.268509804,0.389580882
19EF0751,EF,2019-09-17,0.777209395,,2.732450627,0.263632962,0.071578822,0.28047293,0.403788217
19EF0752,EF,2019-09-17,0.73475792,,3.18835219,0.304,0.067417547,0.262329813,0.379989439
19EF0753,EF,2019-09-17,0.746057942,,2.482187151,0.278282717,0.069,0.267144855,0.40028971
19EF0754,EF,2019-09-17,0.74758689,,3.233788061,0.272884146,0.068,0.26758689,0.414528963
19EF0755,EF,2019-09-17,0.755975774,,1.77046591,0.271888291,0.069567968,0.268271871,0.406951548
19EF0756,EF,2019-09-18,0.746478734,,2.502830055,0.302436202,0.068478734,0.264436202,0.375085064
19EF0757,EF,2019-09-18,0.739292247,,2.561048122,0.29806163,0.067451292,0.261292247,0.376487078
19EF0758,EF,2019-09-18,0.754549461,,2.447121556,0.282450539,0.068450539,0.274549461,0.395747307
19EF0759,EF,2019-09-18,0.763599186,,2.269176598,0.273658189,0.071,0.275485249,0.394485249
19EF0760,EF,2019-09-18,0.757,,2.693195909,0.28153304,0.072013216,0.27646696,0.393400881
19EF0761,EF,2019-09-18,0.740474768,,2.460733764,0.298525232,0.068050463,0.259949537,0.375899073
19EF0762,EF,2019-09-18,0.740768199,,2.642740901,0.29544636,0.06755364,0.26389272,0.382678161
19EF0763,EF,2019-09-18,0.745479913,,2.289009019,0.296,0.07,0.267140065,0.381040174
19EF0764,EF,2019-09-18,0.7484222,,2.478730392,0.29414668,0.06864222,0.26528444,0.37743112
19EF0765,EF,2019-09-18,0.7760625,,2.309173445,0.25859375,0.07053125,0.284,0.40646875
19EF0766,EF,2019-09-17,0.718033058,,2.665258658,0.306582645,0.067516529,0.252417355,0.377285124
19EF0767,EF,2019-09-17,0.734,,2.750701141,0.294,0.067606232,0.259787535,0.386787535
19EF0768,EF,2019-09-17,0.738153919,,2.707745543,0.291846081,0.068,0.260576959,0.387576959
19EF0769,EF,2019-09-17,0.753666981,,2.549730655,0.285777358,0.07,0.272111321,0.392222642
19EF0770,EF,2019-09-17,0.757968064,,2.368133641,0.282523952,0.071,0.274476048,0.392968064
19EF0771,EF,2019-09-17,0.749,,2.316174846,0.291617989,0.071691005,0.272691005,0.384926984
19EF0772,EF,2019-09-16,0.752,,1.993046021,0.284,0.07,0.268,0.387
19EF0773,EF,2019-09-16,0.771,,3.530883783,0.259,0.07,0.276128562,0.414
19EF0774,EF,2019-09-16,0.735482422,,2.644967288,0.300482422,0.068,0.261,0.377517578
19EF0775,EF,2019-09-16,0.754468265,,1.699885536,0.291531735,0.070352609,0.271057828,0.383705219
19EF0776,EF,2019-09-16,0.749021368,,1.146960371,0.296965812,0.068,0.262021368,0.373034188
19EF0777,EF,2019-09-16,0.75,,2.433890177,0.291884654,0.069,0.266884654,0.383884654
19EF0778,EF,2019-09-16,0.773535012,,2.810686647,0.262675059,0.071464988,0.285394965,0.406719906
19EF0779,EF,2019-09-16,0.755,,2.34932653,0.293,0.07,0.267,0.38
19EF0780,EF,2019-09-16,0.764,,2.263024739,0.275,0.071,0.276,0.389
19EF0781,EF,2019-09-13,0.774621699,,3.083301877,0.244189151,0.076594575,0.286405425,0.398621699
19EF0782,EF,2019-09-13,0.760473638,,2.661714015,0.256456063,0.074491213,0.283543937,0.386561511
19EF0783,EF,2019-09-13,0.759661871,,2.609716161,0.262611511,0.074532374,0.282194245,0.382388489
19EF0784,EF,2019-09-13,0.771,,2.423988613,0.250172509,0.077,0.285696494,0.390130996
19EF0785,EF,2019-09-12,0.767851662,,2.659067739,0.286222506,0.070462916,0.276851662,0.379462916
19EF0786,EF,2019-09-12,0.768414013,,2.48528261,0.272681529,0.070490446,0.28588535,0.399318471
19EF0787,EF,2019-09-12,0.770717901,,2.388913253,0.271709466,0.072,0.287,0.4
19EF0788,EF,2019-09-12,0.786516854,,2.226387002,0.241848315,0.074505618,0.29738764,0.426269663
19EF0789,EF,2019-09-12,0.775261665,,2.398629284,0.266911253,0.073,0.286392498,0.402654163
19EF0791,EF,2019-09-12,0.770398615,,2.26668656,0.278121662,0.071520277,0.283398615,0.391317507
19EF0792,EF,2019-09-12,0.776269231,,2.272086525,0.261461538,0.072,0.285677885,0.403947115
19EF0793,EF,2019-09-12,0.778,,2.256677583,0.258204611,0.071,0.288393852,0.409787704
19EF0794,EF,2019-09-12,0.785860041,,4.123542144,0.245849899,0.07343002,0.29243002,0.420290061
19EF0795,EF,2019-09-10,0.779783848,,1.810618994,0.220279097,0.079630641,0.311198337,0.427612827
19EF0796,EF,2019-09-10,0.780463186,,3.202755351,0.219044177,0.077,0.302463186,0.416941098
19EF0797,EF,2019-09-10,0.779275292,,2.215694486,0.211449416,0.076,0.308700389,0.429550584
19EF0798,EF,2019-09-10,0.769975445,,2.652710819,0.234561389,0.075487722,0.294487722,0.405975445
19EF0799,EF,2019-09-10,0.786535597,,1.903101939,0.212435926,0.078014239,0.309042716,0.425564074
19EF0800,EF,2019-09-09,0.77368981,,1.973428426,0.251379619,0.07131019,0.283240761,0.414171333
19EF0801,EF,2019-09-09,0.770990291,,1.842667249,0.254507282,0.071502427,0.281492718,0.411990291
19EF0802,EF,2019-09-10,0.776470199,,2.30715212,0.227648061,0.076705771,0.300940397,0.410822138
19EF0803,EF,2019-09-10,0.777021792,,1.798491044,0.209438257,0.077503632,0.307532688,0.430065375
19EF0804,EF,2019-09-10,0.78303681,,2.07200464,0.219247444,0.077339468,0.304055215,0.416092025
19EF0805,EF,2019-09-10,0.779091529,,2.21538201,0.216477118,0.078,0.308,0.426477118
19EF0806,EF,2019-09-12,0.769,,3.622624598,0.265780822,0.071,0.284972603,0.405534247
19EF0807,EF,2019-09-12,0.771,,1.605557034,0.264413649,0.072,0.283413649,0.400586351
19EF0808,EF,2019-09-12,0.771878008,,2.684231771,0.267365975,0.071,0.283756017,0.403390041
19EF0809,EF,2019-09-12,0.764563946,,1.88747817,0.273350792,0.07,0.279085262,0.395691839
19EF0810,EF,2019-09-12,0.774334182,,2.598037394,0.259997455,0.069,0.292668363,0.416670908
19EF0811,EF,2019-09-12,0.77675,,1.95328353,0.264357143,0.072,0.287339286,0.401267857
19EF0812,EF,2019-09-12,0.785759099,,2.414204229,0.249722704,0.073,0.296897747,0.418415945
19EF0813,EF,2019-09-12,0.761930049,,2.359589393,0.273255172,0.069465025,0.283139901,0.404349754
19EF0814,EF,2019-09-12,0.768,,2.636979637,0.2755,0.0695,0.282,0.3985
19EF0815,EF,2019-09-12,0.780522659,,2.128162323,0.254401813,0.072,0.291045317,0.40810574
19EF0816,EF,2019-09-12,0.772881106,,2.406294696,0.271317051,0.07,0.286722581,0.39604424
19EF0817,EF,2019-09-13,0.762,,0.018592284,0.261,0.076,0.275,0.378
19EF0818,EF,2019-09-13,0.747451957,,2.078918158,0.273,0.075,0.277903915,0.373355872
19EF0819,EF,2019-09-13,0.755,,2.473730786,0.269,0.075,0.277,0.372
19EF0820,EF,2019-09-13,0.763058702,,2.246600253,0.254411946,0.076,0.286019567,0.387058702
19EF0821,EF,2019-09-16,0.765,,2.427835966,0.268,0.07,0.279,0.397
19EF0822,EF,2019-09-16,0.758,,2.322922361,0.279,0.071,0.273,0.392
19EF0823,EF,2019-09-16,0.770164087,,2.174740683,0.259781218,0.071527348,0.284582043,0.408218782
19EF0824,EF,2019-09-16,0.74046285,,2.080695362,0.30546285,0.06846285,0.25746285,0.36953715
19EF0825,EF,2019-09-16,0.731339791,,1.760320225,0.307202683,0.063542474,0.254169896,0.368254844
19EF0826,EF,2019-09-16,0.757654737,,2.2481431,0.283345263,0.069448421,0.274345263,0.392345263
19EF0827,EF,2019-09-16,0.749047354,,2.639206024,0.292142061,0.068523677,0.261857939,0.374192201
19EF0828,EF,2019-09-16,0.757675914,,1.876443884,0.272337957,0.069675914,0.272662043,0.396972257
19EF0829,EF,2019-09-16,0.741146402,,2.037300345,0.291033499,0.0693933,0.2643933,0.3807866
19EF0830,EF,2019-09-17,0.744504274,,2.043305731,0.294504274,0.069504274,0.264495726,0.374487179
19EF0831,EF,2019-09-17,0.736408027,,2.30882191,0.301530658,0.066469342,0.264530658,0.382122631
19EF0832,EF,2019-09-17,0.744127849,,2.52104151,0.294222993,0.068,0.266170466,0.38586224
19EF0833,EF,2019-09-17,0.728,,2.140768751,0.297486352,0.067348635,0.258210918,0.384724566
19EF0834,EF,2019-09-17,0.734222222,,1.868602705,0.291611111,0.067388889,0.259388889,0.389611111
19EF0835,EF,2019-09-17,0.734585462,,2.638385776,0.289528487,0.069,0.262414538,0.391357564
19EF0836,EF,2019-09-18,0.783,,2.915707666,0.243,0.072,0.295,0.429550872
19EF0837,EF,2019-09-18,0.739769063,,2.332745806,0.296846405,0.067384532,0.262384532,0.380384532
19EF0838,EF,2019-09-18,0.734871038,,2.368885535,0.30453224,0.067,0.26,0.375064481
19EF0839,EF,2019-09-18,0.765383495,,2.359726101,0.262538835,0.07,0.278538835,0.408616505
19EF0840,EF,2019-09-18,0.736505641,,2.508659674,0.301988718,0.069,0.260022564,0.373528205
19EF0841,EF,2019-09-18,0.74852754,,2.00621881,0.296618115,0.070381885,0.262854345,0.37294492
